,customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Male,InternetService_Fiber optic,InternetService_No
2905,4692-NNQRU,21,1,One year,0,Electronic check,79.2,1742.45,0,Female,0,1,0,No,Fiber optic,No,No,Yes,Yes,No,No,1,0,0,1,0,0,1,0
2906,7742-MYPGI,6,1,Month-to-month,1,Mailed check,48.8,297.35,0,Female,0,1,1,No,DSL,No,No,No,Yes,No,No,0,0,0,0,1,0,0,0
2907,0611-DFXKO,20,1,Month-to-month,1,Mailed check,89.0,1820.45,1,Male,0,1,0,No,Fiber optic,No,No,No,No,Yes,Yes,0,0,0,0,1,1,1,0
2908,7780-OTDSO,18,1,Month-to-month,1,Electronic check,99.4,1742.95,1,Male,0,1,0,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,0,0,1,0,1,1,0
2909,9619-GSATL,43,1,One year,0,Electronic check,55.45,2444.25,0,Female,0,0,0,No,DSL,No,Yes,No,Yes,No,No,1,0,0,1,0,0,0,0
2910,5622-UEJFI,35,1,Two year,1,Credit card (automatic),25.4,949.8,0,Female,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,0,0,1
2911,9747-DDZOS,1,1,Month-to-month,0,Bank transfer (automatic),73.5,73.5,1,Female,0,0,0,No,Fiber optic,No,No,Yes,No,No,No,0,0,0,0,0,0,1,0
2912,0674-DGMAQ,32,1,Month-to-month,1,Electronic check,93.5,2970.8,0,Male,1,1,0,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0,0,0,1,0,1,1,0
2913,6203-HBZPA,52,0,Two year,0,Credit card (automatic),63.9,3334.95,0,Male,0,0,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,0,0
2914,0484-FFVBJ,32,1,One year,1,Bank transfer (automatic),64.85,2010.95,0,Male,0,0,0,No,DSL,No,No,No,No,Yes,Yes,1,0,0,0,0,1,0,0
2915,0301-FIDRB,72,0,Two year,1,Bank transfer (automatic),63.8,4684.3,0,Female,0,1,1,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,0,0,0
2916,4139-JPIAM,51,0,Month-to-month,1,Credit card (automatic),44.45,2181.55,0,Male,0,0,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,0,0,1,0,0,1,0,0
2917,2181-TIDSV,68,1,Two year,1,Bank transfer (automatic),19.95,1303.25,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
2918,2761-XECQW,8,0,Month-to-month,1,Mailed check,43.35,371.4,0,Male,1,1,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,0,0,0,0,1,1,0,0
2919,1936-CZAKF,49,0,Two year,0,Credit card (automatic),49.65,2409.9,0,Male,0,1,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,0,1,1,0,0,1,0,0
2920,9453-PATOS,72,1,Two year,0,Mailed check,85.1,6155.4,0,Female,0,1,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,1,0,0,0
2921,0564-JJHGS,9,1,Month-to-month,1,Electronic check,95.5,829.1,1,Male,0,0,0,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,0,0,1,0,1,1,0
2922,3348-CFRNX,28,1,Month-to-month,1,Mailed check,92.35,2602.9,1,Female,0,1,0,No,Fiber optic,Yes,No,No,No,Yes,Yes,0,0,0,0,1,0,1,0
2923,4402-FTBXC,54,1,Month-to-month,0,Mailed check,89.8,4667,0,Male,0,0,0,No,Fiber optic,Yes,No,Yes,No,Yes,No,0,0,0,0,1,1,1,0
2924,1428-GTBJJ,11,1,Month-to-month,1,Electronic check,74.55,824.75,1,Male,0,0,0,No,Fiber optic,No,Yes,No,No,No,No,0,0,0,1,0,1,1,0
2925,2931-XIQBR,50,1,One year,0,Mailed check,103.05,5153.5,0,Female,0,1,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,0,0,0,1,0,1,0
2926,0106-UGRDO,69,1,Two year,1,Electronic check,116.0,8182.85,0,Female,0,1,0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,0,1,0
2927,5542-TBBWB,1,1,Month-to-month,1,Electronic check,69.9,69.9,0,Male,0,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
2928,1930-QPBVZ,68,1,Two year,0,Bank transfer (automatic),95.1,6683.4,0,Male,0,1,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,0,1,0,0,0,1,1,0
2929,2606-PKWJB,40,0,One year,0,Mailed check,40.25,1564.05,0,Male,0,0,1,No phone service,DSL,Yes,Yes,No,Yes,No,No,1,0,0,0,1,1,0,0
2930,5322-ZSMZY,31,1,Two year,0,Mailed check,25.75,755.6,0,Male,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
2931,8059-UDZFY,33,1,Month-to-month,1,Bank transfer (automatic),105.35,3465.05,0,Female,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,0,0,0,0,0,1,0
2932,7740-BTPUX,55,1,Two year,1,Electronic check,113.6,6292.7,0,Male,1,1,0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,1,1,0
2933,5220-AGAAX,68,1,Two year,1,Bank transfer (automatic),24.0,1664.3,0,Male,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
2934,0208-BPQEJ,12,1,Month-to-month,0,Bank transfer (automatic),19.4,198.1,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,0,0,0,1
2935,9435-JMLSX,71,1,Two year,1,Bank transfer (automatic),86.1,6045.9,0,Male,0,1,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,1,0,0
2936,3352-ALMCK,40,1,Month-to-month,1,Mailed check,102.65,4108.15,0,Male,0,0,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,0,0,0,1,1,1,0
2937,5312-IRCFR,64,1,One year,1,Electronic check,92.85,5980.75,0,Female,0,1,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,1,0,0,1,0,0,1,0
2938,5294-IMHHT,53,1,One year,0,Bank transfer (automatic),97.75,5043.2,0,Male,0,1,0,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,1,0,0,0,0,1,1,0
2939,8802-UNOJF,12,1,Month-to-month,1,Mailed check,83.8,1029.75,1,Male,1,0,0,No,Fiber optic,No,Yes,Yes,Yes,No,No,0,0,0,0,1,1,1,0
2940,6313-GIDIT,53,0,Month-to-month,1,Electronic check,54.45,2854.55,1,Male,1,0,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,0,0,0,1,0,1,0,0
2941,6176-YJWAS,72,1,Two year,1,Credit card (automatic),97.95,7114.25,0,Male,0,1,0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,0,1,1,0,0,1,1,0
2942,5310-NOOVA,46,1,Two year,0,Electronic check,19.95,907.05,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,0,1,0,1
2943,4526-EXKKN,40,1,Two year,1,Mailed check,24.6,973.95,0,Male,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
2944,5311-IHLEI,12,0,Month-to-month,1,Bank transfer (automatic),50.95,605.75,0,Male,0,0,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,0,0,0,0,0,1,0,0
2945,3987-KQDDU,9,1,Month-to-month,0,Electronic check,75.6,661.55,0,Male,0,0,0,No,Fiber optic,Yes,No,No,No,No,No,0,0,0,1,0,1,1,0
2946,3404-JNXAX,51,1,Month-to-month,1,Electronic check,80.75,4116.9,0,Female,0,1,1,Yes,Fiber optic,No,No,No,Yes,No,No,0,0,0,1,0,0,1,0
2947,5131-PONJI,49,1,Month-to-month,1,Credit card (automatic),90.4,4494.65,0,Male,0,1,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,0,0,1,0,0,1,1,0
2948,2845-AFFTX,41,1,Month-to-month,1,Electronic check,99.8,4259.3,1,Male,1,1,0,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,0,0,1,0,1,1,0
2949,3489-VSFRD,56,1,One year,1,Credit card (automatic),60.25,3282.75,0,Female,0,0,0,No,DSL,Yes,No,Yes,Yes,No,No,1,0,1,0,0,0,0,0
2950,3345-JHUEO,4,1,Month-to-month,1,Electronic check,20.2,55.7,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0,1
2951,5815-HGGHV,20,1,One year,1,Mailed check,64.15,1274.45,0,Male,0,1,0,No,DSL,Yes,No,No,Yes,No,Yes,1,0,0,0,1,1,0,0
2952,5260-UMPWX,26,1,Month-to-month,1,Credit card (automatic),20.25,493.95,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,0,0,0,0,1
2953,2249-YPRNG,20,1,Month-to-month,1,Bank transfer (automatic),105.85,2239.65,1,Female,0,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,0,0,0,0,0,1,0
2954,7410-YTJIK,7,1,Month-to-month,0,Mailed check,75.45,480.75,1,Female,0,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,0,1,0,1,0
2955,4626-GYCZP,7,1,Month-to-month,1,Electronic check,93.85,635.6,1,Male,0,0,0,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,0,0,1,0,1,1,0
2956,5649-RXQTV,51,1,Month-to-month,1,Electronic check,99.0,5038.15,0,Male,0,0,0,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,0,0,1,0,1,1,0
2957,2674-MIAHT,4,1,Month-to-month,1,Mailed check,80.3,324.2,0,Female,0,0,0,Yes,Fiber optic,No,Yes,No,No,No,No,0,0,0,0,1,0,1,0
2958,2576-HXMPA,1,1,Month-to-month,0,Credit card (automatic),19.55,19.55,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,0,0,0,0,1
2959,7587-AOVVU,27,1,Month-to-month,0,Electronic check,100.75,2793.55,0,Male,0,1,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,0,0,0,1,0,1,1,0
2960,5590-BYNII,22,1,Month-to-month,1,Electronic check,100.75,2095,1,Male,0,0,0,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,0,0,1,0,1,1,0
2961,6898-MDLZW,12,1,Month-to-month,1,Mailed check,53.75,648.65,0,Male,0,0,0,No,DSL,No,Yes,No,Yes,No,No,0,0,0,0,1,1,0,0
2962,3237-AJGEH,3,0,Month-to-month,1,Mailed check,31.0,95.05,1,Female,0,1,1,No phone service,DSL,No,No,No,Yes,No,No,0,0,0,0,1,0,0,0
2963,4707-YNOQA,34,1,One year,1,Credit card (automatic),25.6,917.15,0,Female,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,1,0,0,0,0,1
2964,9357-UJRUN,24,1,One year,1,Electronic check,58.35,1346.9,0,Male,0,1,0,Yes,DSL,Yes,No,No,Yes,No,No,1,0,0,1,0,1,0,0
2965,1591-NFNLQ,51,1,Month-to-month,0,Credit card (automatic),80.0,4242.35,1,Male,0,0,0,Yes,Fiber optic,No,No,Yes,No,No,No,0,0,1,0,0,1,1,0
2966,8648-PFRMP,14,0,Month-to-month,1,Electronic check,46.35,672.7,0,Female,1,0,0,No phone service,DSL,No,No,No,No,Yes,Yes,0,0,0,1,0,0,0,0
2967,7663-CUXZB,59,1,Two year,0,Electronic check,113.75,6561.25,0,Male,0,1,0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,1,1,0
2968,0258-NOKBL,3,1,Month-to-month,0,Electronic check,90.4,268.45,0,Male,0,0,0,No,Fiber optic,No,Yes,Yes,No,No,Yes,0,0,0,1,0,1,1,0
2969,1163-VIPRI,65,1,Two year,0,Electronic check,109.3,7337.55,0,Female,0,1,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,0,0,1,0
2970,2815-CPTUL,5,1,Month-to-month,1,Mailed check,70.25,331.9,1,Male,1,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,0,1,1,1,0
2971,9348-ROUAI,59,1,Two year,0,Credit card (automatic),90.3,5194.05,0,Female,0,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,0,0,0
2972,9443-JUBUO,72,0,Two year,1,Credit card (automatic),65.25,4478.85,0,Male,0,1,1,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,0,0
2973,0596-BQCEQ,62,1,Month-to-month,1,Electronic check,100.15,6283.3,1,Female,0,1,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,0,0,1,0,0,1,0
2974,1481-ZUWZA,28,1,Month-to-month,1,Credit card (automatic),94.5,2659.4,1,Male,0,0,0,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,0,0,1,0,0,1,1,0
2975,3043-TYBNO,3,1,Month-to-month,0,Mailed check,60.65,196.9,0,Male,0,0,0,No,DSL,No,No,No,Yes,No,Yes,0,0,0,0,1,1,0,0
2976,4830-FAXFM,19,1,Month-to-month,1,Credit card (automatic),24.1,439.2,0,Male,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,0,0,1,0,1
2977,5906-BFOZT,1,1,Month-to-month,1,Mailed check,19.5,19.5,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
2978,2960-NKRSO,24,1,Month-to-month,1,Electronic check,85.95,2107.15,0,Male,0,0,0,No,Fiber optic,No,Yes,Yes,Yes,No,No,0,0,0,1,0,1,1,0
2979,8996-ZROXE,57,1,One year,1,Electronic check,53.5,3035.8,0,Male,1,0,0,No,DSL,No,No,Yes,Yes,No,No,1,0,0,1,0,1,0,0
2980,5598-IKHQQ,72,1,Two year,0,Credit card (automatic),25.45,1866.45,0,Female,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,0,0,1
2981,0397-ZXWQF,67,1,Two year,0,Bank transfer (automatic),20.5,1430.95,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
2982,5266-PFRQK,52,1,One year,1,Credit card (automatic),20.85,1071.6,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,1,0,0,1,0,1
2983,4674-HGNUA,71,1,Two year,0,Credit card (automatic),89.9,6457.15,0,Male,0,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,0,0
2984,6765-MBQNU,26,1,One year,0,Mailed check,26.0,684.05,0,Female,0,1,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,0,0,1
2985,9786-IJYDL,35,1,Two year,1,Mailed check,113.2,3914.05,0,Female,0,0,0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,1,0,1,0
2986,1303-SRDOK,55,1,Two year,1,Credit card (automatic),69.05,3842.6,0,Female,0,1,1,No,Fiber optic,No,No,No,No,No,No,0,1,1,0,0,0,1,0
2987,3769-MHZNV,33,1,Two year,0,Mailed check,20.1,670.35,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,0,0,1
2988,6295-OSINB,72,1,Two year,1,Electronic check,109.65,7880.25,0,Male,0,1,0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,1,0,1,0,1,1,0
2989,3308-MHOOC,1,1,Month-to-month,1,Mailed check,19.2,19.2,0,Male,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
2990,2309-OSFEU,10,0,Month-to-month,1,Mailed check,33.9,298.45,1,Male,0,0,0,No phone service,DSL,No,No,No,No,No,Yes,0,0,0,0,1,1,0,0
2991,2207-QPJED,37,1,Month-to-month,0,Electronic check,90.0,3371.75,0,Female,1,1,0,No,Fiber optic,No,No,Yes,Yes,Yes,No,0,0,0,1,0,0,1,0
2992,4177-JPDFU,12,0,Month-to-month,0,Mailed check,34.0,442.45,0,Male,0,0,0,No phone service,DSL,No,Yes,No,Yes,No,No,0,0,0,0,1,1,0,0
2993,2239-CFOUJ,1,1,One year,0,Mailed check,20.4,20.4,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,1,0,1
2994,8046-DNVTL,62,0,Two year,1,Credit card (automatic),38.6,2345.55,0,Male,0,1,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,0,1,1,0,0,1,0,0
2995,2209-XADXF,1,0,Month-to-month,0,Bank transfer (automatic),25.25,25.25,0,Female,0,0,0,No phone service,DSL,No,No,No,No,No,No,0,0,0,0,0,0,0,0
2996,6620-JDYNW,18,1,Month-to-month,1,Mailed check,60.6,1156.35,0,Female,0,0,0,Yes,DSL,Yes,No,Yes,No,No,No,0,0,0,0,1,0,0,0
2997,1891-FZYSA,69,1,Month-to-month,1,Electronic check,89.95,6143.15,1,Male,1,1,0,Yes,Fiber optic,No,Yes,No,No,Yes,No,0,0,0,1,0,1,1,0
2998,4770-UEZOX,2,1,Month-to-month,1,Electronic check,74.75,144.8,0,Male,0,0,0,No,Fiber optic,No,Yes,No,No,No,No,0,0,0,1,0,1,1,0
2999,1038-RQOST,19,1,Month-to-month,0,Mailed check,20.6,414.95,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
3000,7613-LLQFO,12,1,Month-to-month,1,Electronic check,84.45,1059.55,1,Male,0,0,0,Yes,Fiber optic,No,No,No,No,Yes,No,0,0,0,1,0,1,1,0
3001,4568-TTZRT,9,1,Month-to-month,0,Mailed check,20.4,181.8,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
3002,9513-DXHDA,27,1,One year,0,Electronic check,81.7,2212.55,0,Male,0,0,0,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1,0,0,1,0,1,0,0
3003,2640-PMGFL,27,1,Month-to-month,1,Electronic check,79.5,2180.55,1,Male,0,0,1,Yes,Fiber optic,No,No,No,Yes,No,No,0,0,0,1,0,1,1,0
3004,3801-HMYNL,1,1,Month-to-month,0,Mailed check,89.15,89.15,1,Male,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,0,0,0,0,1,1,1,0
3005,0516-QREYC,24,1,Month-to-month,1,Mailed check,20.3,459.95,0,Female,1,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
3006,9685-WKZGT,14,1,Month-to-month,1,Electronic check,74.95,1036.75,1,Male,1,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
3007,6022-UGGSO,32,1,Month-to-month,1,Electronic check,74.4,2276.95,1,Female,1,0,0,No,Fiber optic,No,Yes,No,No,No,No,0,0,0,1,0,0,1,0
3008,8084-OIVBS,11,1,One year,0,Mailed check,20.0,211.95,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,0,0,1
3009,8896-BQTTI,1,1,Month-to-month,1,Mailed check,25.0,25,0,Male,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
3010,3865-QBWSJ,38,1,Month-to-month,1,Mailed check,80.45,3162.65,0,Male,1,0,1,Yes,Fiber optic,Yes,No,No,No,No,No,0,0,0,0,1,1,1,0
3011,3352-RICWQ,9,1,Two year,0,Mailed check,19.75,210.65,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,0,0,1
3012,2160-GPFXD,54,1,Two year,1,Credit card (automatic),65.65,3566.7,0,Male,0,1,1,Yes,DSL,Yes,Yes,No,Yes,No,No,0,1,1,0,0,1,0,0
3013,2065-MMKGR,29,1,One year,1,Credit card (automatic),71.0,2080.1,0,Female,0,0,0,Yes,DSL,No,No,No,No,Yes,Yes,1,0,1,0,0,0,0,0
3014,5857-TYBCJ,44,1,Month-to-month,1,Electronic check,89.2,4040.2,0,Male,1,1,0,Yes,Fiber optic,No,No,Yes,No,Yes,No,0,0,0,1,0,1,1,0
3015,1498-NHTLT,59,1,Two year,1,Electronic check,86.75,5186,0,Male,0,1,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,1,0,0
3016,4484-CGXFK,3,1,Month-to-month,1,Electronic check,55.3,196.15,1,Female,0,0,0,No,DSL,No,No,No,No,No,Yes,0,0,0,1,0,0,0,0
3017,1402-PTHGN,18,1,One year,1,Mailed check,61.5,1087.45,0,Female,0,1,1,No,DSL,Yes,Yes,No,Yes,No,No,1,0,0,0,1,0,0,0
3018,4176-RELJR,67,1,Two year,0,Credit card (automatic),25.1,1672.15,0,Male,1,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,1,0,1
3019,6214-EDAKZ,22,1,Month-to-month,0,Electronic check,55.15,1206.05,1,Female,0,1,1,No,DSL,No,Yes,No,Yes,No,No,0,0,0,1,0,0,0,0
3020,5199-FPUSP,33,0,One year,0,Credit card (automatic),34.05,1113.95,0,Male,0,0,1,No phone service,DSL,Yes,No,No,Yes,No,No,1,0,1,0,0,1,0,0
3021,6377-KSLXC,5,1,Month-to-month,0,Mailed check,19.95,107.05,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
3022,1796-JANOW,2,1,Month-to-month,0,Mailed check,19.95,38.15,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
3023,0238-WHBIQ,72,1,Two year,0,Credit card (automatic),89.7,6339.3,0,Male,0,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,0,0
3024,8735-NBLWT,9,1,Month-to-month,0,Mailed check,20.4,184.1,0,Male,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
3025,6651-RLGGM,67,1,Two year,0,Mailed check,26.3,1688.9,0,Male,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
3026,6127-ISGTU,16,1,Month-to-month,1,Electronic check,84.95,1378.25,1,Female,0,1,0,Yes,Fiber optic,No,No,No,No,Yes,No,0,0,0,1,0,0,1,0
3027,1614-JBEBI,8,1,Month-to-month,1,Mailed check,20.7,137.6,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
3028,8740-XLHDR,5,0,Month-to-month,1,Mailed check,43.25,219,1,Male,0,0,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,0,0,0,0,1,1,0,0
3029,1208-DNHLN,23,1,One year,1,Credit card (automatic),48.35,1067.15,1,Male,0,1,1,Yes,DSL,No,No,No,No,No,No,1,0,1,0,0,1,0,0
3030,1761-AEZZR,1,1,Month-to-month,1,Electronic check,79.55,79.55,1,Male,0,0,0,No,Fiber optic,No,No,No,No,Yes,No,0,0,0,1,0,1,1,0
3031,3923-CSIHK,50,1,Month-to-month,1,Electronic check,71.05,3444.85,1,Female,1,1,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
3032,5696-EXCYS,17,1,Two year,0,Credit card (automatic),19.45,369.05,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,1,0,1
3033,5795-KTGUD,68,1,Two year,1,Bank transfer (automatic),110.8,7553.6,0,Female,0,1,0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,1,0,0,0,0,1,0
3034,7120-RFMVS,1,1,Month-to-month,0,Electronic check,84.5,84.5,1,Male,0,0,0,Yes,Fiber optic,No,No,No,No,Yes,No,0,0,0,1,0,1,1,0
3035,7924-GJZFI,25,1,Month-to-month,1,Electronic check,69.3,1813.1,0,Female,1,1,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
3036,4702-HDRKD,67,0,One year,1,Bank transfer (automatic),49.35,3321.35,0,Male,0,0,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,1,0,0,0,0,1,0,0
3037,8512-WIWYV,32,1,One year,0,Credit card (automatic),20.35,707.5,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,1,0,0,1,0,1
3038,5897-ZYEKH,67,1,One year,1,Electronic check,105.6,7112.15,0,Female,1,1,0,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,1,0,0,1,0,0,1,0
3039,5456-ITGIC,72,0,Two year,1,Credit card (automatic),64.45,4641.1,0,Male,1,1,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,0,0
3040,7317-GGVPB,71,1,Two year,1,Credit card (automatic),108.6,7690.9,1,Male,0,1,0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,1,1,0
3041,1406-PUQVY,1,1,Month-to-month,1,Electronic check,49.9,49.9,0,Male,0,0,1,No,DSL,No,Yes,No,No,No,No,0,0,0,1,0,1,0,0
3042,1322-AGOQM,46,0,Month-to-month,0,Bank transfer (automatic),30.3,1380.1,1,Male,0,0,0,No phone service,DSL,No,Yes,No,No,No,No,0,0,0,0,0,1,0,0
3043,3677-IYRBF,2,0,Month-to-month,1,Electronic check,30.4,78.65,1,Female,1,0,0,No phone service,DSL,No,No,Yes,No,No,No,0,0,0,1,0,0,0,0
3044,5692-FPTAH,1,1,Month-to-month,1,Mailed check,45.4,45.4,1,Female,0,0,0,No,DSL,No,No,No,No,No,No,0,0,0,0,1,0,0,0
3045,9114-AAFQH,48,1,One year,1,Electronic check,65.65,3094.65,0,Female,0,1,0,No,DSL,No,Yes,Yes,No,No,Yes,1,0,0,1,0,0,0,0
3046,8715-KKTFG,61,1,One year,1,Bank transfer (automatic),103.3,6518.35,0,Female,0,1,0,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,0,0,0,0,0,1,0
3047,1550-LOAHA,32,1,Month-to-month,0,Bank transfer (automatic),84.15,2585.95,1,Female,0,1,0,No,Fiber optic,No,Yes,No,No,No,Yes,0,0,0,0,0,0,1,0
3048,1728-BQDMA,2,1,Month-to-month,0,Electronic check,44.45,82.7,0,Female,0,0,0,No,DSL,No,No,No,No,No,No,0,0,0,1,0,0,0,0
3049,0268-QKIWO,3,1,Month-to-month,0,Electronic check,19.75,58.85,1,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0,1
